WebsiteUrl,Dimension,Sessions,Range
https://www.nmp.gov.tw/index.php,ga:desktopPageSessions,1,today
https://iyouth.youthhub.tw,ga:desktopPageSessions,671,30daysAgo
https://khh.travel,ga:mobilePageSessions,621,30daysAgo
https://gcis.nat.gov.tw/mainNew/,ga:tabletPageSessions,18,30daysAgo
https://phorh.phhcc.gov.tw/,ga:desktopPageSessions,210,7daysAgo
https://www.phlm.nat.gov.tw/,ga:mobilePageSessions,194,7daysAgo
http://www.naer.edu.tw,ga:tabletPageSessions,6,7daysAgo
https://www.most.gov.tw,ga:desktopPageSessions,16,today
http://www.lceb.gov.tw,ga:mobilePageSessions,13,today
https://tour.taitung.gov.tw,ga:desktopPageSessions,94306,30daysAgo
https://www.kinmen.gov.tw,ga:mobilePageSessions,342221,30daysAgo
http://culture.tainan.gov.tw,ga:tabletPageSessions,2301,30daysAgo
http://www.motcmpb.gov.tw/,ga:desktopPageSessions,28608,7daysAgo
http://longcare.hcshb.gov.tw,ga:mobilePageSessions,94657,7daysAgo
https://1950.tycg.gov.tw,ga:tabletPageSessions,691,7daysAgo
https://ppp.mof.gov.tw/PPP.Website/,ga:desktopPageSessions,1813,today
http://lvr.land.moi.gov.tw/N11/homePage.action,ga:mobilePageSessions,4998,today
http://www.hpa.gov.tw,ga:tabletPageSessions,45,today
http://www.mohw.gov.tw,ga:desktopPageSessions,5959,30daysAgo
https://liquor.ttl.com.tw,ga:mobilePageSessions,27620,30daysAgo
https://www.tfri.gov.tw,ga:tabletPageSessions,271,30daysAgo
httpS://rural.swcb.gov.tw,ga:desktopPageSessions,1624,7daysAgo
https://ruralyoung.swcb.gov.tw/,ga:mobilePageSessions,7027,7daysAgo
https://www.yda.gov.tw/,ga:tabletPageSessions,62,7daysAgo
http://health99.hpa.gov.tw/,ga:desktopPageSessions,119,today
https://www.kcg.gov.tw,ga:mobilePageSessions,572,today
http://dict.mini.moe.edu.tw,ga:tabletPageSessions,4,today
https://lcss.epa.gov.tw,ga:desktopPageSessions,11959,30daysAgo
http://www.wda.gov.tw,ga:mobilePageSessions,20791,30daysAgo
http://publicart.taipei,ga:tabletPageSessions,333,30daysAgo
https://travel.taipei,ga:desktopPageSessions,3351,7daysAgo
https://travel.taichung.gov.tw/,ga:mobilePageSessions,4763,7daysAgo
http://gap.afa.gov.tw/,ga:tabletPageSessions,70,7daysAgo
https://sab.tycg.gov.tw,ga:desktopPageSessions,153,today
https://legal.tycg.gov.tw,ga:mobilePageSessions,256,today
https://urdb.tycg.gov.tw,ga:tabletPageSessions,12,today
https://agriculture.tycg.gov.tw,ga:desktopPageSessions,14844,30daysAgo
https://csed.tycg.gov.tw/,ga:mobilePageSessions,30295,30daysAgo
https://wrb.tycg.gov.tw,ga:tabletPageSessions,845,30daysAgo
https://news.tycg.gov.tw,ga:desktopPageSessions,3758,7daysAgo
https://edb.tycg.gov.tw,ga:mobilePageSessions,7844,7daysAgo
https://animal.tycg.gov.tw,ga:tabletPageSessions,221,7daysAgo
https://pwb.tycg.gov.tw,ga:desktopPageSessions,225,today
https://cab.tycg.gov.tw,ga:mobilePageSessions,446,today
https://personnel.tycg.gov.tw/,ga:tabletPageSessions,15,today
https://dbas.tycg.gov.tw,ga:desktopPageSessions,9436,30daysAgo
https://rdo.tycg.gov.tw,ga:mobilePageSessions,5910,30daysAgo
https://lhrb.tycg.gov.tw,ga:tabletPageSessions,121,30daysAgo
https://doit.tycg.gov.tw,ga:desktopPageSessions,3014,7daysAgo
https://family.tycg.gov.tw/,ga:mobilePageSessions,1804,7daysAgo
https://fb.tycg.gov.tw,ga:tabletPageSessions,56,7daysAgo
https://www.scenic.tycg.gov.tw/,ga:desktopPageSessions,220,today
https://www.hakka.tycg.gov.tw,ga:mobilePageSessions,102,today
https://confucius.tycg.gov.tw,ga:tabletPageSessions,2,today
https://gab.tycg.gov.tw,ga:desktopPageSessions,1,30daysAgo
https://ipb.tycg.gov.tw,ga:desktopPageSessions,45498,30daysAgo
https://gpwd.mnd.gov.tw/,ga:mobilePageSessions,41217,30daysAgo
https://dict.revised.moe.edu.tw,ga:tabletPageSessions,2422,30daysAgo
https://www.yatsen.gov.tw,ga:desktopPageSessions,12971,7daysAgo
https://dict.concised.moe.edu.tw,ga:mobilePageSessions,9324,7daysAgo
https://thcdc.hakka.gov.tw,ga:tabletPageSessions,564,7daysAgo
https://www.arte.gov.tw/,ga:desktopPageSessions,791,today
https://www.fnpc.gov.tw,ga:mobilePageSessions,553,today
https://www.ntpc.gov.tw,ga:tabletPageSessions,26,today
https://www.ncpb.gov.tw,ga:desktopPageSessions,1287,30daysAgo
http://www.ndc.gov.tw,ga:mobilePageSessions,188,30daysAgo
https://www.blf.gov.tw,ga:tabletPageSessions,7,30daysAgo
https://www.tesri.gov.tw,ga:desktopPageSessions,791,7daysAgo
https://npm.cpami.gov.tw/,ga:mobilePageSessions,306,7daysAgo
https://conservation.forest.gov.tw/,ga:tabletPageSessions,2,7daysAgo
https://www.cma.edu.tw,ga:desktopPageSessions,56,today
http://921emt.nmns.edu.tw/,ga:mobilePageSessions,26,today
http://www.fa.gov.tw,ga:tabletPageSessions,1,today
http://www.fia.gov.tw,ga:desktopPageSessions,2248,30daysAgo
http://tour.klcg.gov.tw,ga:mobilePageSessions,557,30daysAgo
https://ibaby.mohw.gov.tw/,ga:tabletPageSessions,51,30daysAgo
https://www.aftygh.gov.tw,ga:desktopPageSessions,678,7daysAgo
http://web.customs.gov.tw,ga:mobilePageSessions,162,7daysAgo
http://ekaohsiung.customs.gov.tw,ga:tabletPageSessions,16,7daysAgo
https://web.customs.gov.tw/Dog/,ga:desktopPageSessions,41,today
http://portal.sw.nat.gov.tw,ga:mobilePageSessions,7,today
http://eweb.customs.gov.tw/,ga:desktopPageSessions,140,30daysAgo
http://ekeelung.customs.gov.tw/,ga:mobilePageSessions,89,30daysAgo
http://keelung.customs.gov.tw/,ga:tabletPageSessions,1,30daysAgo
http://taipei.customs.gov.tw/,ga:desktopPageSessions,41,7daysAgo
http://etaipei.customs.gov.tw,ga:mobilePageSessions,30,7daysAgo
http://taichung.customs.gov.tw,ga:tabletPageSessions,1,7daysAgo
http://etaichung.customs.gov.tw,ga:desktopPageSessions,2,today
http://kaohsiung.customs.gov.tw,ga:mobilePageSessions,1,today
http://www.ocac.gov.tw/ocac/,ga:desktopPageSessions,4493,30daysAgo
https://www.epa.gov.tw,ga:mobilePageSessions,869,30daysAgo
https://www.epa.gov.tw/niea,ga:tabletPageSessions,37,30daysAgo
https://www.epa.gov.tw/training,ga:desktopPageSessions,1301,7daysAgo
https://www.fnp.gov.tw,ga:mobilePageSessions,245,7daysAgo
http://www.moea.gov.tw,ga:tabletPageSessions,15,7daysAgo
https://www.nhi.gov.tw/,ga:desktopPageSessions,102,today
https://data.nhi.gov.tw/,ga:mobilePageSessions,15,today
http://www.sfaa.gov.tw/SFAA/default.aspx,ga:tabletPageSessions,1,today
http://e-river.wra.gov.tw,ga:desktopPageSessions,6100,30daysAgo
https://www.k12ea.gov.tw,ga:mobilePageSessions,2938,30daysAgo
https://trccs.ncl.edu.tw/,ga:tabletPageSessions,116,30daysAgo
https://www.ner.gov.tw,ga:desktopPageSessions,1909,7daysAgo
https://www.tao.tycg.gov.tw,ga:mobilePageSessions,942,7daysAgo
https://www.daxi.tycg.gov.tw,ga:tabletPageSessions,35,7daysAgo
https://www.guishan.tycg.gov.tw,ga:desktopPageSessions,162,today
https://www.yangmei.tycg.gov.tw,ga:mobilePageSessions,82,today
https://www.pingzhen.tycg.gov.tw,ga:tabletPageSessions,1,today
https://www.zhongli.tycg.gov.tw,ga:mobilePageSessions,1,30daysAgo
http://www.bade.tycg.gov.tw/,ga:desktopPageSessions,1652687,30daysAgo
https://www.longtan.tycg.gov.tw/,ga:mobilePageSessions,1120907,30daysAgo
https://www.guanyin.tycg.gov.tw,ga:tabletPageSessions,27667,30daysAgo
https://www.luzhu.tycg.gov.tw,ga:desktopPageSessions,434261,7daysAgo
https://www.dayuan.tycg.gov.tw,ga:mobilePageSessions,198386,7daysAgo
https://www.tycg.gov.tw/xinwu/,ga:tabletPageSessions,3953,7daysAgo
https://www.fuxing.tycg.gov.tw,ga:desktopPageSessions,14155,today
http://travel.nantou.gov.tw/,ga:mobilePageSessions,5752,today
http://www.penghu-nsa.gov.tw/,ga:tabletPageSessions,73,today
https://twhwmuseum.thb.gov.tw,ga:tabletPageSessions,1,30daysAgo
https://travel.tycg.gov.tw,ga:desktopPageSessions,3653,30daysAgo
https://tour.tycg.gov.tw,ga:mobilePageSessions,7019,30daysAgo
https://www.trimt-nsa.gov.tw/Web/jp/,ga:tabletPageSessions,117,30daysAgo
https://www.trimt-nsa.gov.tw/web/Gov,ga:desktopPageSessions,1098,7daysAgo
https://www.trimt-nsa.gov.tw/english,ga:mobilePageSessions,1784,7daysAgo
http://www.hccg.gov.tw,ga:tabletPageSessions,32,7daysAgo
https://www.huayuworld.org/,ga:desktopPageSessions,56,today
http://www.economic-news.tw,ga:mobilePageSessions,92,today
http://www.aec.gov.tw,ga:tabletPageSessions,2,today
https://www.motc.gov.tw/,ga:desktopPageSessions,8699,30daysAgo
https://transport-museum.nat.gov.tw/museum/,ga:mobilePageSessions,13203,30daysAgo
http://greennet.taipower.com.tw,ga:tabletPageSessions,354,30daysAgo
http://www.edu.tw/,ga:desktopPageSessions,2704,7daysAgo
https://www.einvoice.nat.gov.tw/,ga:mobilePageSessions,4919,7daysAgo
https://www.moeaboe.gov.tw/ECW/,ga:tabletPageSessions,110,7daysAgo
https://opc.tycg.gov.tw,ga:desktopPageSessions,188,today
https://wem.tycg.gov.tw,ga:mobilePageSessions,207,today
https://dph.tycg.gov.tw/,ga:tabletPageSessions,3,today
https://culture.tycg.gov.tw/,ga:desktopPageSessions,1,30daysAgo
https://www.dst.tycg.gov.tw,ga:desktopPageSessions,1,30daysAgo
https://land.tycg.gov.tw/,ga:desktopPageSessions,910,30daysAgo
http://www.tycg.gov.tw/tadept/,ga:mobilePageSessions,204,30daysAgo
https://oram.tycg.gov.tw,ga:tabletPageSessions,19,30daysAgo
https://www.tyc.edu.tw,ga:desktopPageSessions,300,7daysAgo
https://youth.tycg.gov.tw,ga:mobilePageSessions,76,7daysAgo
https://ohd.tycg.gov.tw,ga:tabletPageSessions,8,7daysAgo
https://oba.tycg.gov.tw,ga:desktopPageSessions,13,today
https://ofs.tycg.gov.tw,ga:mobilePageSessions,5,today
https://oes.tycg.gov.tw,ga:desktopPageSessions,21861,30daysAgo
https://oli.tycg.gov.tw,ga:mobilePageSessions,10588,30daysAgo
https://dvpc.tycg.gov.tw,ga:tabletPageSessions,164,30daysAgo
http://www.tycg.gov.tw/invest_ch/,ga:desktopPageSessions,6515,7daysAgo
http://www.tycg.gov.tw/budget/,ga:mobilePageSessions,2695,7daysAgo
https://overseas.taiwanjobs.gov.tw/,ga:tabletPageSessions,43,7daysAgo
https://taqm.epa.gov.tw/taqm/,ga:desktopPageSessions,495,today
https://police.npa.gov.tw/NPAGip/wSite/mp?mp=1,ga:mobilePageSessions,147,today
https://mort.moi.gov.tw/,ga:tabletPageSessions,3,today
https://traffic2.tyhp.gov.tw,ga:desktopPageSessions,44609,30daysAgo
http://animal.coa.gov.tw/,ga:mobilePageSessions,18279,30daysAgo
https://wr.wra.gov.tw/WRTInfoFrontEnd/,ga:tabletPageSessions,1579,30daysAgo
https://qrc.afa.gov.tw/,ga:desktopPageSessions,12817,7daysAgo
https://epv.afa.gov.tw/,ga:mobilePageSessions,4506,7daysAgo
https://www.cbc.gov.tw/,ga:tabletPageSessions,345,7daysAgo
https://www.pthg.gov.tw,ga:desktopPageSessions,611,today
https://www.taoyuan-phc.tycg.gov.tw,ga:mobilePageSessions,144,today
https://www.guishan-phc.tycg.gov.tw,ga:tabletPageSessions,10,today
https://www.guanyin-phc.tycg.gov.tw,ga:desktopPageSessions,23648,30daysAgo
https://www.longtan-phc.tycg.gov.tw,ga:mobilePageSessions,35057,30daysAgo
https://www.luzhu-phc.tycg.gov.tw,ga:tabletPageSessions,320,30daysAgo
https://www.zhongli-phc.tycg.gov.tw,ga:desktopPageSessions,7654,7daysAgo
https://www.dayuan-phc.tycg.gov.tw,ga:mobilePageSessions,10989,7daysAgo
https://www.daxi-phc.tycg.gov.tw,ga:tabletPageSessions,104,7daysAgo
https://www.fuxing-phc.tycg.gov.tw,ga:desktopPageSessions,594,today
https://www.yangmei-phc.tycg.gov.tw,ga:mobilePageSessions,737,today
https://www.bade-phc.tycg.gov.tw,ga:tabletPageSessions,9,today
https://www.pingzhen-phc.tycg.gov.tw,ga:desktopPageSessions,5850,30daysAgo
https://www.xinwu-phc.tycg.gov.tw,ga:mobilePageSessions,1308,30daysAgo
https://hsinchu.forest.gov.tw,ga:tabletPageSessions,22,30daysAgo
https://dongshih.forest.gov.tw,ga:desktopPageSessions,2297,7daysAgo
https://nantou.forest.gov.tw,ga:mobilePageSessions,579,7daysAgo
https://chiayi.forest.gov.tw,ga:tabletPageSessions,2,7daysAgo
https://taitung.forest.gov.tw,ga:desktopPageSessions,182,today
https://luodong.forest.gov.tw,ga:mobilePageSessions,22,today
https://pingtung.forest.gov.tw,ga:desktopPageSessions,1,30daysAgo
https://hualien.forest.gov.tw,ga:desktopPageSessions,68911,30daysAgo
https://www.afasi.gov.tw,ga:mobilePageSessions,20828,30daysAgo
http://www.chpb.gov.tw,ga:tabletPageSessions,562,30daysAgo
https://www.dgpa.gov.tw,ga:desktopPageSessions,23541,7daysAgo
https://246.swcb.gov.tw/v2016/,ga:mobilePageSessions,7162,7daysAgo
http://www.nricm.edu.tw,ga:tabletPageSessions,191,7daysAgo
http://traffic.tycg.gov.tw,ga:desktopPageSessions,1827,today
http://www.ndu.edu.tw,ga:mobilePageSessions,374,today
https://www.ntl.edu.tw,ga:tabletPageSessions,11,today
https://www.kctax.gov.tw,ga:desktopPageSessions,50,30daysAgo
https://www.tdais.gov.tw/,ga:mobilePageSessions,10,30daysAgo
https://www.tttb.gov.tw,ga:desktopPageSessions,10,7daysAgo
http://www.nmns.edu.tw,ga:mobilePageSessions,5,7daysAgo
https://tour-hualien.hl.gov.tw/,ga:desktopPageSessions,1,today
https://tour.penghu.gov.tw/tw/index.aspx,ga:desktopPageSessions,58,30daysAgo
http://mammy.hpa.gov.tw,ga:mobilePageSessions,43,30daysAgo
https://www.luzhu-hro.tycg.gov.tw,ga:desktopPageSessions,24,7daysAgo
https://www.daxi-hro.tycg.gov.tw,ga:mobilePageSessions,5,7daysAgo
https://www.guishan-hro.tycg.gov.tw/,ga:desktopPageSessions,1,today
http://www.yangmei-hro.tycg.gov.tw,ga:desktopPageSessions,7106,30daysAgo
https://www.tycg.gov.tw/hro_pingzhen/,ga:mobilePageSessions,16697,30daysAgo
https://www.taoyuan-hro.tycg.gov.tw,ga:tabletPageSessions,314,30daysAgo
https://www.zhongli-hro.tycg.gov.tw,ga:desktopPageSessions,2171,7daysAgo
https://www.bade-hro.tycg.gov.tw,ga:mobilePageSessions,3363,7daysAgo
https://www.longtan-hro.tycg.gov.tw,ga:tabletPageSessions,77,7daysAgo
https://www.guanyin-hro.tycg.gov.tw,ga:desktopPageSessions,124,today
https://www.dayuan-hro.tycg.gov.tw,ga:mobilePageSessions,126,today
https://www.xinwu-hro.tycg.gov.tw,ga:tabletPageSessions,1,today
https://www.fuxing-hro.tycg.gov.tw,ga:desktopPageSessions,146,30daysAgo
https://cabu.kcg.gov.tw/Web/,ga:mobilePageSessions,330,30daysAgo
https://www.nvri.gov.tw,ga:tabletPageSessions,8,30daysAgo
https://wellbeing.mohw.gov.tw,ga:desktopPageSessions,46,7daysAgo
https://www.iot.gov.tw/,ga:mobilePageSessions,63,7daysAgo
http://www.mjib.gov.tw,ga:desktopPageSessions,1,today
https://cloud.hakka.gov.tw/,ga:mobilePageSessions,3,today
https://www.hakka.gov.tw,ga:desktopPageSessions,1,30daysAgo
https://travel.hsinchu.gov.tw/,ga:desktopPageSessions,1,30daysAgo
https://traffic.tainan.gov.tw,ga:desktopPageSessions,1,7daysAgo
https://www.tbocc.gov.tw,ga:desktopPageSessions,6134,30daysAgo
https://www.kia.gov.tw,ga:mobilePageSessions,10185,30daysAgo
https://children.moc.gov.tw,ga:tabletPageSessions,82,30daysAgo
https://ifi.immigration.gov.tw,ga:desktopPageSessions,1988,7daysAgo
https://www.hcct.gov.tw,ga:mobilePageSessions,2029,7daysAgo
http://www.ttl.com.tw,ga:tabletPageSessions,7,7daysAgo
https://802.mnd.gov.tw,ga:desktopPageSessions,142,today
https://814.mnd.gov.tw,ga:mobilePageSessions,190,today
https://www.coa.gov.tw,ga:tabletPageSessions,1,today
http://data.gov.tw,ga:desktopPageSessions,21097,30daysAgo
https://www.tfrin.gov.tw/,ga:mobilePageSessions,20112,30daysAgo
https://tavis.tw,ga:tabletPageSessions,452,30daysAgo
https://www.nasc.gov.tw/,ga:desktopPageSessions,7061,7daysAgo
https://www.guishan-land.tycg.gov.tw,ga:mobilePageSessions,6982,7daysAgo
https://www.taoyuan-land.tycg.gov.tw,ga:tabletPageSessions,134,7daysAgo
https://www.zhongli-land.tycg.gov.tw,ga:desktopPageSessions,642,today
https://www.pingzhen-land.tycg.gov.tw/,ga:mobilePageSessions,723,today
https://www.bade-land.tycg.gov.tw,ga:tabletPageSessions,6,today
http://www.yangmei-land.tycg.gov.tw/,ga:desktopPageSessions,1,30daysAgo
http://www.tycg.gov.tw/land_daxi/,ga:desktopPageSessions,14246,30daysAgo
http://www.e-land.gov.tw,ga:mobilePageSessions,13154,30daysAgo
https://www.ilosh.gov.tw/,ga:tabletPageSessions,45,30daysAgo
https://www.railway.gov.tw/,ga:desktopPageSessions,4693,7daysAgo
https://www.buda.ntpc.gov.tw/,ga:mobilePageSessions,3828,7daysAgo
https://www.vghtc.gov.tw,ga:tabletPageSessions,17,7daysAgo
https://airtw.epa.gov.tw,ga:desktopPageSessions,380,today
http://www.freeway.gov.tw/,ga:mobilePageSessions,281,today
http://www.freeway.gov.tw/english/,ga:tabletPageSessions,4,today
https://landp.kcg.gov.tw/,ga:desktopPageSessions,17493,30daysAgo
https://scitechvista.nat.gov.tw/,ga:mobilePageSessions,1520,30daysAgo
http://taiwancinema.com/Chi/Index,ga:tabletPageSessions,85,30daysAgo
http://toxicgps.epa.gov.tw,ga:desktopPageSessions,5528,7daysAgo
https://www.cyhg.gov.tw/,ga:mobilePageSessions,494,7daysAgo
https://www.thb.gov.tw,ga:tabletPageSessions,25,7daysAgo
https://tbike.tainan.gov.tw,ga:desktopPageSessions,468,today
https://pulse.naer.edu.tw/,ga:mobilePageSessions,37,today
https://ccare.sfaa.gov.tw/,ga:mobilePageSessions,16,30daysAgo
https://www.tytax.gov.tw,ga:mobilePageSessions,1,7daysAgo
http://www.cingjing.gov.tw,ga:desktopPageSessions,6778,30daysAgo
https://www.ftc.gov.tw,ga:mobilePageSessions,1769,30daysAgo
https://inservice.edu.tw,ga:tabletPageSessions,129,30daysAgo
http://www.vac.gov.tw,ga:desktopPageSessions,2505,7daysAgo
https://www.nstm.gov.tw,ga:mobilePageSessions,700,7daysAgo
https://service.nstm.gov.tw/outdooreducation/,ga:tabletPageSessions,32,7daysAgo
https://serv.nstm.gov.tw,ga:desktopPageSessions,194,today
https://edocapply.nstm.gov.tw,ga:mobilePageSessions,45,today
https://shop.nstm.gov.tw,ga:tabletPageSessions,2,today
https://asmi.nstm.gov.tw/,ga:desktopPageSessions,241,30daysAgo
https://beboss.wda.gov.tw,ga:mobilePageSessions,2,30daysAgo
https://museum.mnd.gov.tw,ga:tabletPageSessions,3,30daysAgo
http://communitytaiwan.moc.gov.tw,ga:desktopPageSessions,82,7daysAgo
https://www.klcg.gov.tw/,ga:mobilePageSessions,1,7daysAgo
https://www2.vghks.gov.tw/GAMINWeb/,ga:tabletPageSessions,2,7daysAgo
http://www.matsu.gov.tw,ga:desktopPageSessions,6,today
https://www.trimt-nsa.gov.tw/,ga:desktopPageSessions,39,30daysAgo
https://tourism.chcg.gov.tw,ga:mobilePageSessions,3,30daysAgo
https://www.ntbna.gov.tw/etwmain/,ga:desktopPageSessions,5,7daysAgo
http://msg.nat.gov.tw,ga:desktopPageSessions,1197,30daysAgo
https://collections.ncfta.gov.tw/,ga:mobilePageSessions,513,30daysAgo
https://travel.yilan.tw,ga:tabletPageSessions,7,30daysAgo
http://www.chcg.gov.tw/eng/00home/home.asp,ga:desktopPageSessions,318,7daysAgo
http://www.chcg.gov.tw/ch/00home/home.asp,ga:mobilePageSessions,165,7daysAgo
https://admin.taiwan.net.tw/,ga:tabletPageSessions,3,7daysAgo
https://www.aac.moj.gov.tw/,ga:desktopPageSessions,20,today
http://www.cichb.gov.tw,ga:mobilePageSessions,13,today
http://www.ntbk.gov.tw,ga:mobilePageSessions,1,30daysAgo
http://www.tari.gov.tw/index.asp,ga:desktopPageSessions,4394,30daysAgo
http://land.tainan.gov.tw/,ga:mobilePageSessions,15469,30daysAgo
https://kmweb.coa.gov.tw/,ga:tabletPageSessions,268,30daysAgo
https://afrc.mnd.gov.tw/,ga:desktopPageSessions,1204,7daysAgo
http://www.ydn.com.tw,ga:mobilePageSessions,4218,7daysAgo
http://rse.swcb.gov.tw,ga:tabletPageSessions,70,7daysAgo
http://www.land.moi.gov.tw/chhtml/index.asp,ga:desktopPageSessions,66,today
http://cksmhimage.culture.tw/,ga:mobilePageSessions,276,today
http://www.nantou.gov.tw,ga:tabletPageSessions,6,today
http://singlefamilycare.tycg.gov.tw,ga:desktopPageSessions,11533,30daysAgo
https://www.ntbsa.gov.tw/etwmain/,ga:mobilePageSessions,2377,30daysAgo
https://www.ntbt.gov.tw/,ga:tabletPageSessions,144,30daysAgo
https://www.ntbca.gov.tw/etwmain,ga:desktopPageSessions,4360,7daysAgo
http://www.coch.tw,ga:mobilePageSessions,637,7daysAgo
http://rhs-moc.tw,ga:tabletPageSessions,65,7daysAgo
https://www.wrap.gov.tw,ga:desktopPageSessions,282,today
